 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20091008        0.400000E+00        0.540830E+01        0.441109E+02        0.239843E+02        0.918531E+02        0.918531E+01        0.918531E+03        0.250000E+01        0.600000E+01        0.566953E-02        0.354937E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.158799E-01        0.100074E-01        0.173281E-03        0.919082E-04        0.400724E+00        0.170005E+01        0.100000E+00        0.283248E-08        0.100000E-02        0.183382E-06        0.267647E-07        0.166689E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.437602E-01        0.000000E+00        0.918531E-04        0.918531E-04        0.000000E+00        0.000000E+00        0.925579E-02        0.000000E+00        0.100000E+01
  20091009        0.400000E+00        0.454435E+01        0.394051E+02        0.205948E+02        0.812962E+02        0.812962E+01        0.812962E+03        0.250000E+01        0.600000E+01        0.522635E-02        0.347788E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.131153E-01        0.100074E-01        0.159736E-03        0.813450E-04        0.404586E+00        0.170005E+01        0.100000E+00        0.298578E-08        0.100000E-02        0.183382E-06        0.260079E-07        0.153343E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.361418E-01        0.000000E+00        0.812962E-04        0.812962E-04        0.000000E+00        0.000000E+00        0.757691E-02        0.000000E+00        0.100000E+01
  20091010        0.400000E+00        0.426904E+01        0.378301E+02        0.194955E+02        0.777966E+02        0.777966E+01        0.777966E+03        0.250000E+01        0.600000E+01        0.507526E-02        0.345247E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.122417E-01        0.100074E-01        0.155118E-03        0.778433E-04        0.405959E+00        0.170005E+01        0.100000E+00        0.310706E-08        0.100000E-02        0.183382E-06        0.262819E-07        0.148669E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.337342E-01        0.000000E+00        0.777966E-04        0.777966E-04        0.000000E+00        0.000000E+00        0.702495E-02        0.000000E+00        0.100000E+01
  20091011        0.400000E+00        0.417998E+01        0.373658E+02        0.191519E+02        0.764796E+02        0.764796E+01        0.764796E+03        0.250000E+01        0.600000E+01        0.501782E-02        0.344265E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.119186E-01        0.100074E-01        0.153363E-03        0.765255E-04        0.406489E+00        0.170005E+01        0.100000E+00        0.283248E-08        0.100000E-02        0.183382E-06        0.236881E-07        0.147528E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.328438E-01        0.000000E+00        0.764796E-04        0.764796E-04        0.000000E+00        0.000000E+00        0.694686E-02        0.000000E+00        0.100000E+01
  20091012        0.400000E+00        0.455174E+01        0.395208E+02        0.206438E+02        0.811552E+02        0.811552E+01        0.811552E+03        0.250000E+01        0.600000E+01        0.522030E-02        0.347687E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.130797E-01        0.100074E-01        0.159551E-03        0.812038E-04        0.404640E+00        0.170005E+01        0.100000E+00        0.258554E-08        0.100000E-02        0.183382E-06        0.224955E-07        0.153992E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.360435E-01        0.000000E+00        0.811552E-04        0.811552E-04        0.000000E+00        0.000000E+00        0.774141E-02        0.000000E+00        0.100000E+01
  20091013        0.400000E+00        0.483909E+01        0.411639E+02        0.217914E+02        0.845982E+02        0.845982E+01        0.845982E+03        0.250000E+01        0.600000E+01        0.536692E-02        0.350103E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.139594E-01        0.100074E-01        0.164033E-03        0.846489E-04        0.403335E+00        0.170005E+01        0.100000E+00        0.233317E-08        0.100000E-02        0.183382E-06        0.208699E-07        0.158858E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.384678E-01        0.000000E+00        0.845982E-04        0.845982E-04        0.000000E+00        0.000000E+00        0.840576E-02        0.000000E+00        0.100000E+01
  20091014        0.400000E+00        0.482172E+01        0.411135E+02        0.217344E+02        0.842339E+02        0.842339E+01        0.842339E+03        0.250000E+01        0.600000E+01        0.535150E-02        0.349851E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.138654E-01        0.100074E-01        0.163561E-03        0.842844E-04        0.403471E+00        0.170005E+01        0.100000E+00        0.213545E-08        0.100000E-02        0.183382E-06        0.190464E-07        0.158826E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.382087E-01        0.000000E+00        0.842339E-04        0.842339E-04        0.000000E+00        0.000000E+00        0.847398E-02        0.000000E+00        0.100000E+01
  20091015        0.400000E+00        0.463786E+01        0.401386E+02        0.210191E+02        0.817916E+02        0.817916E+01        0.817916E+03        0.250000E+01        0.600000E+01        0.524756E-02        0.348140E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.132407E-01        0.100074E-01        0.160384E-03        0.818407E-04        0.404395E+00        0.170005E+01        0.100000E+00        0.195680E-08        0.100000E-02        0.183382E-06        0.171140E-07        0.156119E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.364874E-01        0.000000E+00        0.817916E-04        0.817916E-04        0.000000E+00        0.000000E+00        0.821146E-02        0.000000E+00        0.100000E+01
  20091016        0.400000E+00        0.454722E+01        0.396766E+02        0.206704E+02        0.804879E+02        0.804879E+01        0.804879E+03        0.250000E+01        0.600000E+01        0.519164E-02        0.347209E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.129116E-01        0.100074E-01        0.158675E-03        0.805362E-04        0.404898E+00        0.170005E+01        0.100000E+00        0.177335E-08        0.100000E-02        0.183382E-06        0.153443E-07        0.154842E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.355803E-01        0.000000E+00        0.804879E-04        0.804879E-04        0.000000E+00        0.000000E+00        0.814021E-02        0.000000E+00        0.100000E+01
  20091017        0.400000E+00        0.439479E+01        0.388514E+02        0.200720E+02        0.784109E+02        0.784109E+01        0.784109E+03        0.250000E+01        0.600000E+01        0.510194E-02        0.345699E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.123934E-01        0.100074E-01        0.155934E-03        0.784579E-04        0.405714E+00        0.170005E+01        0.100000E+00        0.162894E-08        0.100000E-02        0.183382E-06        0.138513E-07        0.152466E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.341524E-01        0.000000E+00        0.784109E-04        0.784109E-04        0.000000E+00        0.000000E+00        0.792513E-02        0.000000E+00        0.100000E+01
  20091018        0.400000E+00        0.434532E+01        0.386085E+02        0.198828E+02        0.776267E+02        0.776267E+01        0.776267E+03        0.250000E+01        0.600000E+01        0.506787E-02        0.345121E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.121998E-01        0.100074E-01        0.154892E-03        0.776733E-04        0.406027E+00        0.170005E+01        0.100000E+00        0.148020E-08        0.100000E-02        0.183382E-06        0.125025E-07        0.151756E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.336189E-01        0.000000E+00        0.776267E-04        0.776267E-04        0.000000E+00        0.000000E+00        0.792687E-02        0.000000E+00        0.100000E+01
  20091019        0.400000E+00        0.499028E+01        0.422436E+02        0.224441E+02        0.855515E+02        0.855515E+01        0.855515E+03        0.250000E+01        0.600000E+01        0.540716E-02        0.350758E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.142066E-01        0.100074E-01        0.165263E-03        0.856028E-04        0.402981E+00        0.170005E+01        0.100000E+00        0.136278E-08        0.100000E-02        0.183382E-06        0.122813E-07        0.162177E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.391491E-01        0.000000E+00        0.855515E-04        0.855515E-04        0.000000E+00        0.000000E+00        0.935875E-02        0.000000E+00        0.100000E+01
  20091020        0.400000E+00        0.540934E+01        0.445306E+02        0.240881E+02        0.904158E+02        0.904158E+01        0.904158E+03        0.250000E+01        0.600000E+01        0.561023E-02        0.354005E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.154924E-01        0.100074E-01        0.171469E-03        0.904701E-04        0.401227E+00        0.170005E+01        0.100000E+00        0.125594E-08        0.100000E-02        0.183382E-06        0.117435E-07        0.168514E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.426922E-01        0.000000E+00        0.904158E-04        0.904158E-04        0.000000E+00        0.000000E+00        0.103452E-01        0.000000E+00        0.100000E+01
